,num_airplane,sref,velocity,alpha
4951,2,0.5,65,12
12348,4,0.5,325,-20
3460,1,1.5,85,12
4790,2,0.5,235,-16
362,1,0.5,195,-10
4045,1,1.5,85,6
11498,3,1.5,300,2
2473,1,1.0,25,12
16052,4,1.5,320,-4
16345,4,1.5,160,-6
10160,3,1.0,110,14
5100,2,0.5,160,16
1509,1,1.0,80,16
10309,3,1.0,205,18
9930,3,1.0,260,16
11154,3,1.5,205,-14
1716,1,1.0,140,10
15340,4,1.5,10,0
15963,4,1.5,200,-14
1861,1,1.0,215,6
2884,1,1.5,130,-6
13780,4,1.0,10,-12
15763,4,1.5,175,6
5595,2,1.0,35,-2
16076,4,1.5,115,2
8630,3,0.5,260,20
1559,1,1.0,330,-10
6273,2,1.0,175,10
6166,2,1.0,290,6
8299,3,0.5,230,-12
11733,3,1.5,175,10
13709,4,1.0,305,14
10206,3,1.0,15,-20
7558,2,1.5,100,18
8773,3,0.5,325,12
4876,2,0.5,15,-12
1036,1,0.5,315,-6
7610,2,1.5,35,-4
10029,3,1.0,105,4
14370,4,1.0,35,-8
4962,2,0.5,120,-8
6076,2,1.0,165,-6
16010,4,1.5,110,-4
8259,3,0.5,30,-8
15715,4,1.5,260,-6
149,1,0.5,105,-16
13686,4,1.0,190,10
15426,4,1.5,115,4
5059,2,0.5,280,18
2533,1,1.0,325,6
7561,2,1.5,115,-18
5520,2,1.0,310,16
10766,3,1.0,215,8
15807,4,1.5,70,10
14843,4,1.0,125,14
10860,3,1.0,35,-14
13292,4,0.5,170,20
15144,4,1.5,330,-14
5689,2,1.0,180,18
7979,2,1.5,255,20
5706,2,1.0,265,10
14522,4,1.0,145,2
13769,4,1.0,280,8
15508,4,1.5,200,0
4256,2,0.5,165,8
4693,2,0.5,75,0
6898,2,1.5,50,0
14338,4,1.0,200,12
13447,4,0.5,295,-6
3951,1,1.5,265,-14
9875,3,1.0,310,-10
13753,4,1.0,200,18
13878,4,1.0,175,16
15770,4,1.5,210,20
7987,2,1.5,295,-6
5661,2,1.0,40,4
6134,2,1.0,130,-16
5057,2,0.5,270,14
2965,1,1.5,210,-12
5150,2,0.5,85,-10
9926,3,1.0,240,8
10449,3,1.0,255,4
15732,4,1.5,20,-14
5332,2,0.5,20,18
15074,4,1.5,305,14
7639,2,1.5,180,12
9706,3,1.0,115,-12
14546,4,1.0,265,8
13349,4,0.5,130,8
7549,2,1.5,55,0
15116,4,1.5,190,14
9621,3,1.0,15,-14
1765,1,1.0,60,-18
6588,2,1.0,125,10
6767,2,1.0,45,-10
7762,2,1.5,145,6
9284,3,0.5,280,-16
4838,2,0.5,150,-4
12648,4,0.5,200,-8
4057,1,1.5,145,-12
3082,1,1.5,145,12
10836,3,1.0,240,-20
15320,4,1.5,235,2
279,1,0.5,105,-8
11135,3,1.5,110,-10
5976,2,1.0,315,4
2244,1,1.0,180,16
929,1,0.5,105,-10
5538,2,1.0,75,10
9789,3,1.0,205,-14
13299,4,0.5,205,-8
10849,3,1.0,305,6
14556,4,1.0,315,-14
4416,2,0.5,315,-8
10212,3,1.0,45,-8
6698,2,1.0,25,20
9851,3,1.0,190,-16
15242,4,1.5,170,14
10426,3,1.0,140,0
6911,2,1.5,115,-16
15649,4,1.5,255,-12
12056,3,1.5,165,-16
4814,2,0.5,30,-10
8809,3,0.5,180,0
10111,3,1.0,190,0
15934,4,1.5,55,12
7349,2,1.5,30,20
771,1,0.5,290,10
6659,2,1.0,155,-16
6821,2,1.0,315,14
14144,4,1.0,205,2
555,1,0.5,185,-2
4029,1,1.5,330,16
9145,3,0.5,235,0
4821,2,0.5,65,4
1047,1,0.5,45,16
1789,1,1.0,180,-12
11407,3,1.5,170,-12
9446,3,0.5,115,14
6768,2,1.0,50,-8
6209,2,1.0,180,8
158,1,0.5,150,2
10684,3,1.0,130,12
10570,3,1.0,210,-6
3564,1,1.5,280,10
14930,4,1.0,235,20
11954,3,1.5,305,-10
1613,1,1.0,275,14
14308,4,1.0,50,-6
1319,1,0.5,105,14
13549,4,0.5,155,-12
6187,2,1.0,70,6
15780,4,1.5,260,-2
10036,3,1.0,140,18
9080,3,0.5,235,-4
15266,4,1.5,290,20
10928,3,1.5,50,-4
13420,4,0.5,160,-18
5240,2,0.5,210,2
7179,2,1.5,155,16
1822,1,1.0,20,12
8936,3,0.5,165,2
81,1,0.5,90,16
12750,4,0.5,60,-14
3618,1,1.5,225,-8
10982,3,1.5,320,20
1656,1,1.0,165,16
14202,4,1.0,170,-8
12665,4,0.5,285,-16
15868,4,1.5,50,6
2225,1,1.0,85,20
10780,3,1.0,285,-6
2115,1,1.0,185,10
7176,2,1.5,140,10
8608,3,0.5,150,18
961,1,0.5,265,12
11010,3,1.5,135,-8
1457,1,1.0,145,-4
16284,4,1.5,180,-2
13104,4,0.5,205,-20
1518,1,1.0,125,-8
5961,2,1.0,240,16
7484,2,1.5,55,-4
15148,4,1.5,25,-6
2033,1,1.0,100,14
7098,2,1.5,75,-20
1868,1,1.0,250,20
4325,2,0.5,185,20
3954,1,1.5,280,-8
8932,3,0.5,145,-6
10211,3,1.0,40,-10
4703,2,0.5,125,20
12359,4,0.5,55,2
1780,1,1.0,135,12
1711,1,1.0,115,0
14917,4,1.0,170,-6
4827,2,0.5,95,16
1310,1,0.5,60,-4
14935,4,1.0,260,-12
4574,2,0.5,130,14
22,1,0.5,120,-18
2377,1,1.0,195,-12
8445,3,0.5,310,-14
15985,4,1.5,310,-12
13088,4,0.5,125,-10
13262,4,0.5,20,2
14322,4,1.0,120,-20
11453,3,1.5,75,-4
6315,2,1.0,60,10
4062,1,1.5,170,-2
14224,4,1.0,280,-6
3278,1,1.5,150,-16
11729,3,1.5,155,2
13831,4,1.0,265,6
9852,3,1.0,195,-14
6671,2,1.0,215,8
7836,2,1.5,190,-14
6672,2,1.0,220,10
12210,3,1.5,285,-2
10272,3,1.0,20,-14
8925,3,0.5,110,-20
1293,1,0.5,300,4
14004,4,1.0,155,16
4515,2,0.5,160,-20
4495,2,0.5,60,-18
5280,2,0.5,85,-2
281,1,0.5,115,-4
15808,4,1.5,75,12
10673,3,1.0,75,-10
5575,2,1.0,260,0
11654,3,1.5,105,20
10809,3,1.0,105,10
14198,4,1.0,150,-16
11925,3,1.5,160,16
7608,2,1.5,25,-8
5488,2,1.0,150,-6
14860,4,1.0,210,6
12467,4,0.5,270,8
8099,2,1.5,205,8
13764,4,1.0,255,-2
6636,2,1.0,40,-20
14815,4,1.0,310,0
3644,1,1.5,30,2
12954,4,0.5,105,16
14569,4,1.0,55,12
3873,1,1.5,200,-2
2899,1,1.5,205,-18
10500,3,1.0,185,-20
6667,2,1.0,195,0
13153,4,0.5,125,-6
4834,2,0.5,130,-12
12608,4,0.5,325,-4
14208,4,1.0,200,4
380,1,0.5,285,-16
9648,3,1.0,150,-2
6918,2,1.5,150,-2
8367,3,0.5,245,-2
6722,2,1.0,145,-16
9824,3,1.0,55,14
10694,3,1.0,180,-10
16351,4,1.5,190,6
10789,3,1.0,330,12
7363,2,1.5,100,6
7082,2,1.5,320,-10
3045,1,1.5,285,-20
10419,3,1.0,105,-14
273,1,0.5,75,-20
5881,2,1.0,165,-18
5735,2,1.0,85,-16
15543,4,1.5,50,-14
15874,4,1.5,80,18
12808,4,0.5,25,18
14608,4,1.0,250,6
6252,2,1.0,70,10
10056,3,1.0,240,16
2110,1,1.0,160,0
8260,3,0.5,35,-6
12286,4,0.5,15,-18
2318,1,1.0,225,-4
11307,3,1.5,320,-2
16132,4,1.5,70,-12
6752,2,1.0,295,2
11006,3,1.5,115,-16
15708,4,1.5,225,-20
6828,2,1.5,25,-14
15352,4,1.5,70,-18
15617,4,1.5,95,8
8346,3,0.5,140,-2
8149,2,1.5,130,-18
10479,3,1.0,80,-20
12711,4,0.5,190,-8
10642,3,1.0,245,12
994,1,0.5,105,-6
10702,3,1.0,220,6
191,1,0.5,315,-16
4776,2,0.5,165,-2
8501,3,0.5,265,14
1934,1,1.0,255,-16
1907,1,1.0,120,14
9162,3,0.5,320,-8
855,1,0.5,60,10
9073,3,0.5,200,-18
12636,4,0.5,140,10
12159,3,1.5,30,-20
9263,3,0.5,175,-16
2862,1,1.5,20,-8
15635,4,1.5,185,2
12488,4,0.5,50,8
1091,1,0.5,265,20
5953,2,1.0,200,0
5822,2,1.0,195,-10
2451,1,1.0,240,10
6992,2,1.5,195,20
629,1,0.5,230,20
6237,2,1.0,320,-20
14168,4,1.0,325,8
3888,1,1.5,275,-14
2803,1,1.5,50,0
113,1,0.5,250,-4
3028,1,1.5,200,-12
11559,3,1.5,280,-2
14980,4,1.0,160,-6
14567,4,1.0,45,8
361,1,0.5,190,-12
15137,4,1.5,295,14
6498,2,1.0,325,-2
8374,3,0.5,280,12
10936,3,1.5,90,12
12096,3,1.5,40,-20
7596,2,1.5,290,10
547,1,0.5,145,-18
8436,3,0.5,265,10
8965,3,0.5,310,18
7314,2,1.5,180,-8
7260,2,1.5,235,10
8027,2,1.5,170,-10
7722,2,1.5,270,10
9042,3,0.5,45,4
5965,2,1.0,260,-18
3214,1,1.5,155,-18
4075,1,1.5,235,-18
8325,3,0.5,35,-2
13032,4,0.5,170,4
4059,1,1.5,155,-8
7004,2,1.5,255,2
1430,1,1.0,10,-16
4651,2,0.5,190,0
16166,4,1.5,240,14
7112,2,1.5,145,8
9358,3,0.5,325,6
9736,3,1.0,265,6
4031,1,1.5,15,20
4713,2,0.5,175,-2
9107,3,0.5,45,8
108,1,0.5,225,-14
10584,3,1.0,280,-20
11572,3,1.5,20,-18
13909,4,1.0,330,-6
10016,3,1.0,40,20
5143,2,0.5,50,18
15310,4,1.5,185,-18
7376,2,1.5,165,-10
4542,2,0.5,295,-8
9883,3,1.0,25,6
8629,3,0.5,255,18
8333,3,0.5,75,14
8454,3,0.5,30,4
11174,3,1.5,305,-16
1265,1,0.5,160,-10
14276,4,1.0,215,14
1684,1,1.0,305,-12
14233,4,1.0,325,12
8976,3,0.5,40,-2
3970,1,1.5,35,-18
12290,4,0.5,35,-10
12412,4,0.5,320,-18
9300,3,0.5,35,16
3797,1,1.5,145,14
11656,3,1.5,115,-18
217,1,0.5,120,-6
9615,3,1.0,310,16
1560,1,1.0,10,-8
14875,4,1.0,285,-6
15494,4,1.5,130,14
12749,4,0.5,55,-16
8523,3,0.5,50,16
170,1,0.5,210,-16
14957,4,1.0,45,-10
12492,4,0.5,70,16
15925,4,1.5,10,-6
318,1,0.5,300,-14
1641,1,1.0,90,-14
6805,2,1.0,235,-18
3402,1,1.5,120,-20
1292,1,0.5,295,2
948,1,0.5,200,-14
15620,4,1.5,110,14
12986,4,0.5,265,-4
7852,2,1.5,270,18
7543,2,1.5,25,-12
7666,2,1.5,315,-18
7625,2,1.5,110,-16
12788,4,0.5,250,20
5515,2,1.0,285,6
2412,1,1.0,45,16
8078,2,1.5,100,8
12174,3,1.5,105,10
718,1,0.5,25,-12
6155,2,1.0,235,-16
13207,4,0.5,70,18
4622,2,0.5,45,-16
5687,2,1.0,170,14
14517,4,1.0,120,-8
479,1,0.5,130,14
8911,3,0.5,40,-6
6411,2,1.0,215,-8
1566,1,1.0,40,4
7491,2,1.5,90,10
12889,4,0.5,105,12
893,1,0.5,250,2
6328,2,1.0,125,-6
710,1,0.5,310,14
979,1,0.5,30,6
3909,1,1.5,55,-14
8379,3,0.5,305,-20
5474,2,1.0,80,8
4587,2,0.5,195,-2
5845,2,1.0,310,-6
6864,2,1.5,205,16
14404,4,1.0,205,18
13895,4,1.0,260,8
925,1,0.5,85,-18
13268,4,0.5,50,14
2251,1,1.0,215,-12
11064,3,1.5,80,16
1793,1,1.0,200,-4
6430,2,1.0,310,-12
1361,1,0.5,315,14
8,1,0.5,50,-4
7008,2,1.5,275,10
6797,2,1.0,195,8
8563,3,0.5,250,12
2603,1,1.0,25,20
1271,1,0.5,190,2
5989,2,1.0,55,-12
5464,2,1.0,30,-12
5022,2,0.5,95,-14
401,1,0.5,65,-16
13242,4,0.5,245,4
1997,1,1.0,245,-16
11976,3,1.5,90,-8
11592,3,1.5,120,-20
4922,2,0.5,245,-4
14954,4,1.0,30,-16
10170,3,1.0,160,-8
8549,3,0.5,180,-16
9508,3,0.5,100,12
15491,4,1.5,115,8
13844,4,1.0,330,-10
15608,4,1.5,50,-10
13771,4,1.0,290,12
182,1,0.5,270,8
7425,2,1.5,85,4
11192,3,1.5,70,20
11353,3,1.5,225,6
2758,1,1.5,150,-6
11007,3,1.5,120,-14
2335,1,1.0,310,-12
12168,3,1.5,75,-2
10045,3,1.0,185,-6
8888,3,0.5,250,-10
10216,3,1.0,65,0
1142,1,0.5,195,-4
10866,3,1.0,65,-2
9985,3,1.0,210,0
7507,2,1.5,170,0
3728,1,1.5,125,2
13820,4,1.0,210,-16
332,1,0.5,45,14
13541,4,0.5,115,14
12481,4,0.5,15,-6
8764,3,0.5,280,-6
1621,1,1.0,315,-12
15015,4,1.5,10,-20
14840,4,1.0,110,8
14087,4,1.0,245,14
7877,2,1.5,70,-16
13968,4,1.0,300,-14
162,1,0.5,170,10
11187,3,1.5,45,10
10583,3,1.0,275,20
503,1,0.5,250,20
8815,3,0.5,210,12
13621,4,0.5,190,6
9004,3,0.5,180,12
15152,4,1.5,45,2
8924,3,0.5,105,20
8574,3,0.5,305,-8
15158,4,1.5,75,14
10491,3,1.0,140,4
4166,2,0.5,40,-4
3679,1,1.5,205,-12
862,1,0.5,95,-18
14244,4,1.0,55,-8
1817,1,1.0,320,2
1800,1,1.0,235,10
4323,2,0.5,175,16
5402,2,0.5,45,-10
1928,1,1.0,225,14
7207,2,1.5,295,-12
5888,2,1.0,200,-4
11566,3,1.5,315,12
6483,2,1.0,250,10
8858,3,0.5,100,14
1056,1,0.5,90,-8
3387,1,1.5,45,-8
14554,4,1.0,305,-18
4607,2,0.5,295,-4
11501,3,1.5,315,8
265,1,0.5,35,6
11923,3,1.5,150,12
13472,4,0.5,95,2
1837,1,1.0,95,0
803,1,0.5,125,-10
7092,2,1.5,45,10
3039,1,1.5,255,10
867,1,0.5,120,-8
12678,4,0.5,25,10
11148,3,1.5,175,16
9663,3,1.0,225,-14
3186,1,1.5,15,10
12519,4,0.5,205,-14
10401,3,1.0,15,-8
15936,4,1.5,65,16
940,1,0.5,160,12
5608,2,1.0,100,-18
5392,2,0.5,320,12
8661,3,0.5,90,-2
11690,3,1.5,285,8
2350,1,1.0,60,18
10632,3,1.0,195,-8
2378,1,1.0,200,-10
3014,1,1.5,130,2
15975,4,1.5,260,10
11790,3,1.5,135,-2
14331,4,1.0,165,-2
14589,4,1.0,155,10
11647,3,1.5,70,6
10346,3,1.0,65,8
7930,2,1.5,10,6
5512,2,1.0,270,0
612,1,0.5,145,-14
12920,4,0.5,260,-10
13220,4,0.5,135,2
13669,4,1.0,105,18
9361,3,0.5,15,12
9331,3,0.5,190,-6
6226,2,1.0,265,0
655,1,0.5,35,-12
13928,4,1.0,100,-10
9575,3,1.0,110,20
7311,2,1.5,165,-14
976,1,0.5,15,0
2178,1,1.0,175,10
3209,1,1.5,130,14
11581,3,1.5,65,0
1452,1,1.0,120,-14
12462,4,0.5,245,-2
3494,1,1.5,255,-4
1258,1,0.5,125,18
14993,4,1.0,225,20
1666,1,1.0,215,-6
12840,4,0.5,185,-2
9422,3,0.5,320,8
3055,1,1.5,10,0
3205,1,1.5,110,6
1299,1,0.5,330,16
1289,1,0.5,280,-4
5151,2,0.5,90,-8
462,1,0.5,45,-20
13364,4,0.5,205,-4
7682,2,1.5,70,14
2208,1,1.0,325,-14
7237,2,1.5,120,6
10806,3,1.0,90,4
5723,2,1.0,25,2
7000,2,1.5,235,-6
3503,1,1.5,300,14
5792,2,1.0,45,14
14128,4,1.0,125,12
3164,1,1.5,230,8
1323,1,0.5,125,-20
5195,2,0.5,310,-4
14663,4,1.0,200,-10
4921,2,0.5,240,-6
11306,3,1.5,315,-4
219,1,0.5,130,-2
12598,4,0.5,275,18
1048,1,0.5,50,18
11061,3,1.5,65,10
8243,3,0.5,275,2
10104,3,1.0,155,-14
9905,3,1.0,135,8
4259,2,0.5,180,14
15831,4,1.5,190,16
4056,1,1.5,140,-14
12405,4,0.5,285,10
12011,3,1.5,265,20
5358,2,0.5,150,-14
15478,4,1.5,50,-18
11083,3,1.5,175,12
14796,4,1.0,215,4
33,1,0.5,175,4
3716,1,1.5,65,20
15848,4,1.5,275,8
12588,4,0.5,225,-2
11349,3,1.5,205,-2
15510,4,1.5,210,4
5393,2,0.5,325,14
1102,1,0.5,320,0
534,1,0.5,80,-2
5681,2,1.0,140,2
15400,4,1.5,310,-6
13965,4,1.0,285,-20
4930,2,0.5,285,12
6336,2,1.0,165,10
5658,2,1.0,25,-2
6264,2,1.0,130,-8
10456,3,1.0,290,18
11577,3,1.5,45,-8
4647,2,0.5,170,-8
16247,4,1.5,320,8
8526,3,0.5,65,-20
16071,4,1.5,90,-8
14259,4,1.0,130,-20
4310,2,0.5,110,-10
12856,4,0.5,265,-12
2257,1,1.0,245,0
1268,1,0.5,175,-4
9098,3,0.5,325,-10
5322,2,0.5,295,-2
7043,2,1.5,125,-4
9762,3,1.0,70,16
9437,3,0.5,70,-4
2480,1,1.0,60,-16
9806,3,1.0,290,20
2374,1,1.0,180,-18
16175,4,1.5,285,-10
6539,2,1.0,205,-4
5547,2,1.0,120,-14
11610,3,1.5,210,16
14109,4,1.0,30,16
3764,1,1.5,305,-10
2029,1,1.0,80,6
3720,1,1.5,85,-14
6852,2,1.5,145,-8
13938,4,1.0,150,10
141,1,0.5,65,10
14385,4,1.0,110,-20
7440,2,1.5,160,-8
1616,1,1.0,290,20
9036,3,0.5,15,-8
15834,4,1.5,205,-20
3757,1,1.5,270,18
6527,2,1.0,145,14
1937,1,1.0,270,-10
4297,2,0.5,45,6
10034,3,1.0,130,14
11877,3,1.5,245,4
4981,2,0.5,215,-12
7114,2,1.5,155,12
12875,4,0.5,35,-16
1206,1,0.5,190,-2
5819,2,1.0,180,-16
6887,2,1.5,320,20
9095,3,0.5,310,-16
582,1,0.5,320,10
13770,4,1.0,285,10
13704,4,1.0,280,4
8700,3,0.5,285,-8
13211,4,0.5,90,-16
12016,3,1.5,290,-12
1840,1,1.0,110,6
12252,3,1.5,170,-2
10714,3,1.0,280,-12
6916,2,1.5,140,-6
8148,2,1.5,125,-20
720,1,0.5,35,-8
13310,4,0.5,260,14
12708,4,0.5,175,-14
3750,1,1.5,235,4
3838,1,1.5,25,12
16376,4,1.5,315,14
3592,1,1.5,95,-18
8487,3,0.5,195,-14
9074,3,0.5,205,-16
5201,2,0.5,15,8
14381,4,1.0,90,14
941,1,0.5,165,14
350,1,0.5,135,8
1196,1,0.5,140,20
15394,4,1.5,280,-18
860,1,0.5,85,20
3868,1,1.5,175,-12
10568,3,1.0,200,-10
4860,2,0.5,260,-2
8875,3,0.5,185,6
11340,3,1.5,160,-20
5018,2,0.5,75,20
9785,3,1.0,185,20
14478,4,1.0,250,-2
8338,3,0.5,100,-18
15425,4,1.5,110,2
10278,3,1.0,50,-2
11718,3,1.5,100,-20
10059,3,1.0,255,-20
5674,2,1.0,105,-12
13987,4,1.0,70,-18
8321,3,0.5,15,-10
14537,4,1.0,220,-10
4965,2,0.5,135,-2
4758,2,0.5,75,4
1594,1,1.0,180,18
575,1,0.5,285,-4
13499,4,0.5,230,14
8226,3,0.5,190,10
1948,1,1.0,325,12
14560,4,1.0,10,-6
4074,1,1.5,230,-20
1867,1,1.0,245,18
1854,1,1.0,180,-8
12522,4,0.5,220,-8
15348,4,1.5,50,16
2677,1,1.0,70,0
12276,3,1.5,290,4
11054,3,1.5,30,-4
10997,3,1.5,70,8
10420,3,1.0,110,-12
2243,1,1.0,175,14
3226,1,1.5,215,6
10002,3,1.0,295,-8
12803,4,0.5,325,8
2171,1,1.0,140,-4
5235,2,0.5,185,-8
15852,4,1.5,295,16
7824,2,1.5,130,4
5981,2,1.0,15,14
15212,4,1.5,20,-4
601,1,0.5,90,6
422,1,0.5,170,-16
6352,2,1.0,245,0
15283,4,1.5,50,12
13532,4,0.5,70,-4
16192,4,1.5,45,-18
15181,4,1.5,190,18
12007,3,1.5,245,12
14281,4,1.0,240,-18
2978,1,1.5,275,14
2053,1,1.0,200,12
9326,3,0.5,165,-16
16191,4,1.5,40,-20
6420,2,1.0,260,10
3200,1,1.5,85,-4
11774,3,1.5,55,8
5660,2,1.0,35,2
8083,2,1.5,125,18
16036,4,1.5,240,6
8262,3,0.5,45,-2
16327,4,1.5,70,0
12466,4,0.5,265,6
6049,2,1.0,30,-18
1447,1,1.0,95,18
13348,4,0.5,125,6
6687,2,1.0,295,-2
11450,3,1.5,60,-10
2924,1,1.5,330,-10
7983,2,1.5,275,-14
14801,4,1.0,240,14
11176,3,1.5,315,-12
12860,4,0.5,285,-4
7712,2,1.5,220,-10
10656,3,1.0,315,-2
3804,1,1.5,180,-14
774,1,0.5,305,16
1543,1,1.0,250,0
2540,1,1.0,35,20
11882,3,1.5,270,14
6147,2,1.0,195,10
11713,3,1.5,75,12
1582,1,1.0,120,-6
10984,3,1.5,330,-18
11711,3,1.5,65,8
15767,4,1.5,195,14
11874,3,1.5,230,-2
16255,4,1.5,35,-18
12730,4,0.5,285,-12
3100,1,1.5,235,6
1159,1,0.5,280,-12
11475,3,1.5,185,-2
9669,3,1.0,255,-2
135,1,0.5,35,-2
16089,4,1.5,180,-14
5748,2,1.0,150,10
5805,2,1.0,110,-2
11305,3,1.5,310,-6
15036,4,1.5,115,-20
5499,2,1.0,205,16
10340,3,1.0,35,-4
99,1,0.5,180,10
14908,4,1.0,125,18
14147,4,1.0,220,8
4061,1,1.5,165,-4
12422,4,0.5,45,2
856,1,0.5,65,12
13324,4,0.5,330,0
6666,2,1.0,190,-2
8408,3,0.5,125,-4
6085,2,1.0,210,12
16125,4,1.5,35,16
2348,1,1.0,50,14
11573,3,1.5,25,-16
10988,3,1.5,25,-10
6393,2,1.0,125,-2
9058,3,0.5,125,-6
5473,2,1.0,75,6
705,1,0.5,285,4
1741,1,1.0,265,18
9353,3,0.5,300,-4
8193,3,0.5,25,-14
12486,4,0.5,40,4
8458,3,0.5,50,12
10932,3,1.5,70,4
532,1,0.5,70,-6
13127,4,0.5,320,-16
3174,1,1.5,280,-14
1626,1,1.0,15,-2
15250,4,1.5,210,-12
11603,3,1.5,175,2
15943,4,1.5,100,-12
13363,4,0.5,200,-6
11149,3,1.5,180,18
12706,4,0.5,165,-18
10022,3,1.0,70,-10
14388,4,1.0,125,-14
5338,2,0.5,50,-12
14690,4,1.0,10,2
9987,3,1.0,220,4
14976,4,1.0,140,-14
10020,3,1.0,60,-14
11374,3,1.5,330,6
6381,2,1.0,65,16
9594,3,1.0,205,16
6361,2,1.0,290,18
3071,1,1.5,90,-10
6112,2,1.0,20,-18
11595,3,1.5,135,-14
2291,1,1.0,90,-16
12446,4,0.5,165,8
13184,4,0.5,280,14
15540,4,1.5,35,-20
13722,4,1.0,45,-2
3378,1,1.5,325,16
4343,2,0.5,275,14
7328,2,1.5,250,20
5672,2,1.0,95,-16
8396,3,0.5,65,14
15615,4,1.5,85,4
11295,3,1.5,260,16
16357,4,1.5,220,18
12131,3,1.5,215,8
13934,4,1.0,130,2
13843,4,1.0,325,-12
571,1,0.5,265,-12
15651,4,1.5,265,-8
4865,2,0.5,285,8
4933,2,0.5,300,18
1421,1,1.0,290,8
10564,3,1.0,180,-18
4423,2,0.5,25,6
11864,3,1.5,180,20
3624,1,1.5,255,4
10446,3,1.0,240,-2
14056,4,1.0,90,-6
11206,3,1.5,140,6
14015,4,1.0,210,-4
10347,3,1.0,70,10
10834,3,1.0,230,18
2626,1,1.0,140,-18
3596,1,1.5,115,-10
10986,3,1.5,15,-14
1883,1,1.0,325,8
6816,2,1.0,290,4
6977,2,1.5,120,-10
11964,3,1.5,30,10
15839,4,1.5,230,-10
97,1,0.5,170,6
10808,3,1.0,100,8
9374,3,0.5,80,-4
7488,2,1.5,75,4
6392,2,1.0,120,-4
16266,4,1.5,90,4
1732,1,1.0,220,0
3802,1,1.5,170,-18
890,1,0.5,235,-4
5781,2,1.0,315,-8
999,1,0.5,130,4
3163,1,1.5,225,6
14848,4,1.0,150,-18
2706,1,1.0,215,16
7252,2,1.5,195,-6
6874,2,1.5,255,-6
1651,1,1.0,140,6
1970,1,1.0,110,14
13935,4,1.0,135,4
14658,4,1.0,175,-20
15245,4,1.5,185,20
7962,2,1.5,170,-14
11712,3,1.5,70,10
6130,2,1.0,110,18
13477,4,0.5,120,12
11915,3,1.5,110,-4
4420,2,0.5,10,0
538,1,0.5,100,6
10720,3,1.0,310,0
7985,2,1.5,285,-10
5596,2,1.0,40,0
7410,2,1.5,10,16
6101,2,1.0,290,2
13573,4,0.5,275,-6
7320,2,1.5,210,4
898,1,0.5,275,12
9647,3,1.0,145,-4
3642,1,1.5,20,-2
12454,4,0.5,205,-18
5002,2,0.5,320,-12
10793,3,1.0,25,20
9475,3,0.5,260,-12
14581,4,1.0,115,-6
9308,3,0.5,75,-10
14288,4,1.0,275,-4
13578,4,0.5,300,4
9323,3,0.5,150,20
6449,2,1.0,80,-16
13008,4,0.5,50,-2
10375,3,1.0,210,-18
6193,2,1.0,100,18
10922,3,1.5,20,-16
11329,3,1.5,105,0
2233,1,1.0,125,-6
14424,4,1.0,305,16
6356,2,1.0,265,8
10503,3,1.0,200,-14
5412,2,0.5,95,10
6402,2,1.0,170,16
5502,2,1.0,220,-20
6369,2,1.0,330,-8
278,1,0.5,100,-10
12400,4,0.5,260,0
6059,2,1.0,80,2
11373,3,1.5,325,4
16243,4,1.5,300,0
590,1,0.5,35,-16
5217,2,0.5,95,-2
15911,4,1.5,265,8
3216,1,1.5,165,-14
15945,4,1.5,110,-8
4635,2,0.5,110,10
2238,1,1.0,150,4
6176,2,1.0,15,-16
10224,3,1.0,105,16
12201,3,1.5,240,-20
6854,2,1.5,155,-4
9956,3,1.0,65,-16
1624,1,1.0,330,-6
12695,4,0.5,110,2
8587,3,0.5,45,18
4864,2,0.5,280,6
2159,1,1.0,80,14
14760,4,1.0,35,16
2664,1,1.0,330,16
4557,2,0.5,45,-20
7327,2,1.5,245,18
16041,4,1.5,265,16
10371,3,1.0,190,16
12590,4,0.5,235,2
5843,2,1.0,300,-10
12786,4,0.5,240,16
4381,2,0.5,140,6
405,1,0.5,85,-8
5643,2,1.0,275,10
6444,2,1.0,55,16
12737,4,0.5,320,2
13534,4,0.5,80,0
14721,4,1.0,165,-20
6129,2,1.0,105,16
15542,4,1.5,45,-16
14470,4,1.0,210,-18
9641,3,1.0,115,-16
6023,2,1.0,225,14
4038,1,1.5,50,-8
7948,2,1.5,100,0
1382,1,1.0,95,14
13553,4,0.5,175,-4
9584,3,1.0,155,-4
11889,3,1.5,305,-14
7401,2,1.5,290,-2
9511,3,0.5,115,18
7952,2,1.5,120,8
1825,1,1.0,35,18
3603,1,1.5,150,4
6796,2,1.0,190,6
10829,3,1.0,205,8
4757,2,0.5,70,2
8217,3,0.5,145,-8
12482,4,0.5,20,-4
8572,3,0.5,295,-12
413,1,0.5,125,8
12851,4,0.5,240,20
10989,3,1.5,30,-8
1718,1,1.0,150,14
10591,3,1.0,315,-6
2425,1,1.0,110,0
13341,4,0.5,90,-8
5623,2,1.0,175,12
3338,1,1.5,125,20
8085,2,1.5,135,-20
16235,4,1.5,260,-16
15129,4,1.5,255,-2
10204,3,1.0,330,18
410,1,0.5,110,2
3396,1,1.5,90,10
8719,3,0.5,55,-12
651,1,0.5,15,-20
313,1,0.5,275,18
9059,3,0.5,130,-4
9627,3,1.0,45,-2
8841,3,0.5,15,-20
14436,4,1.0,40,-2
10651,3,1.0,290,-12
2669,1,1.0,30,-16
5208,2,0.5,50,-20
